City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,nouakchott,18.0858,-15.9785,300.11,61,2,5.11,MR,1679772333
289,tessalit,20.1986,1.0114,302.59,12,1,5.03,ML,1679772333
290,bukachacha,52.9833,116.9167,257.13,100,100,0.26,RU,1679772334
291,muros,42.7762,-9.0603,287.09,91,100,4.61,ES,1679772334
292,barra do garcas,-15.89,-52.2567,307.47,55,40,2.06,BR,1679772046
293,kirkwall,58.9848,-2.9587,277.18,70,20,6.17,GB,1679772335
294,fukue,32.6881,128.8419,285.94,88,100,10.38,JP,1679772336
295,kontagora,10.3999,5.4695,302.97,43,100,4.4,NG,1679772337
296,hun,29.1268,15.9477,292.4,21,0,1.81,LY,1679772337
297,kwekwe,-18.9281,29.8149,293.1,64,25,3.86,ZW,1679772337
298,tecoanapa,16.5167,-98.75,301.68,62,0,4.83,MX,1679772077
299,ossora,59.2353,163.0719,256.73,76,100,3.25,RU,1679772338
300,ahipara,-35.1667,173.1667,287.42,85,71,1.8,NZ,1679772338
301,sitka,57.0531,-135.33,277.09,87,100,2.06,US,1679772339
302,konya,38.1667,32.5,279.86,53,0,0.82,TR,1679772339
303,kendari,-3.945,122.4989,297.15,94,100,1.73,ID,1679772057
304,vao,-22.6667,167.4833,298.07,86,99,5.42,NC,1679772340
305,thinadhoo,0.5333,72.9333,300.96,75,62,2.12,MV,1679772341
306,beyneu,45.3167,55.2,288.56,20,100,4.02,KZ,1679772341
307,vestmannaeyjar,63.4427,-20.2734,275.09,53,97,2.26,IS,1679772341
308,dong hoi,17.4833,106.6,296.44,96,61,1.77,VN,1679772342
309,terney,45.0503,136.6092,271.58,72,74,2.2,RU,1679772342
310,mansoa,12.0733,-15.3189,303.26,38,0,5.17,GW,1679772343
311,bujaru,-1.515,-48.0447,299.93,92,63,1.53,BR,1679772343
312,marzuq,14.4,46.4667,297.19,67,100,3.96,YE,1679772344
313,islamkot,24.6997,70.177,297.52,55,0,4.3,PK,1679772345
314,machiques,10.0644,-72.545,308.4,30,83,4.08,VE,1679772345
315,deputatskiy,69.3,139.9,254.8,94,100,2.35,RU,1679772346
316,pangnirtung,66.1451,-65.7125,262.15,48,100,2.57,CA,1679772347
317,fernley,39.608,-119.2518,278.52,34,12,3.74,US,1679772347
318,shenkursk,62.1091,42.896,276.07,97,100,4.77,RU,1679772348
319,sur,22.5667,59.5289,297.32,65,0,2.56,OM,1679772348
320,key west,24.5557,-81.7826,302.15,69,0,6.69,US,1679772349
321,hasaki,35.7333,140.8333,283.37,77,100,6.07,JP,1679772349
322,qaqortoq,60.7167,-46.0333,270.4,73,12,0.67,GL,1679772125
323,banjar,-8.19,114.9675,298.38,87,100,1.16,ID,1679772350
324,san ramon,37.7799,-121.978,286.66,41,0,5.66,US,1679772208
325,nakamura,32.9833,132.9333,286.69,98,100,1.38,JP,1679772350
326,kosh-agach,50.0,88.6667,259.59,82,82,1.57,RU,1679772351
327,the pas,53.8251,-101.2541,269.16,50,0,3.6,CA,1679772351
328,mahibadhoo,3.7833,72.9667,300.96,76,0,2.56,MV,1679772352
329,lorengau,-2.0226,147.2712,299.96,72,97,1.87,PG,1679772352
330,olafsvik,64.8945,-23.7142,271.22,64,85,5.68,IS,1679772353
331,kirakira,-10.4544,161.9205,298.5,81,99,2.35,SB,1679772353
332,mezen,65.8522,44.24,267.96,95,100,4.65,RU,1679772353
333,drahovo,48.2357,23.5491,279.62,92,38,0.75,UA,1679772354
334,kavieng,-2.5744,150.7967,300.19,77,96,3.04,PG,1679772058
335,sarmizegetusa,45.5167,22.7833,281.52,88,91,1.32,RO,1679772355
336,arlit,18.7369,7.3853,298.77,9,1,7.18,NE,1679772355
337,praia,14.9215,-23.5087,296.45,60,75,4.63,CV,1679772356
338,camopi,3.1655,-52.3158,298.08,95,93,1.72,GF,1679772356
339,groa,62.65,8.7167,264.41,74,0,3.05,NO,1679772356
340,ugoofaaru,5.6667,73.0,300.99,74,0,2.67,MV,1679772357
341,karratha,-20.7377,116.8463,301.53,72,100,2.21,AU,1679772358
342,port-gentil,-0.7193,8.7815,301.13,83,40,4.63,GA,1679772195
343,narovchat,53.8765,43.6946,283.79,87,100,6.45,RU,1679772358
344,tigil,57.8,158.6667,261.45,90,100,7.26,RU,1679772359
345,dingle,10.9995,122.6711,297.46,92,100,3.24,PH,1679772359
346,zavoronezhskoye,52.8801,40.5526,282.0,88,100,4.16,RU,1679772360
347,ilulissat,69.2167,-51.1,263.16,52,20,4.12,GL,1679772360
348,sarakhs,36.5449,61.1577,289.03,20,11,0.88,IR,1679772360
349,chhabra,24.6667,76.8333,296.45,33,0,2.96,IN,1679772361
350,kutum,14.2,24.6667,296.75,24,2,9.16,SD,1679772361
351,santa elena,-2.2333,-80.85,301.9,79,40,4.12,EC,1679772362
352,comodoro rivadavia,-45.8667,-67.5,294.07,16,0,4.12,AR,1679772362
353,harper,4.375,-7.7169,299.82,83,100,2.03,LR,1679772363
354,san rafael,-34.6177,-68.3301,299.03,27,49,6.26,AR,1679772363
355,salvacion,7.9833,126.1333,295.79,98,65,0.23,PH,1679772364
356,esna,25.2934,32.554,295.16,44,0,8.81,EG,1679772364
357,palaikastron,35.2,26.25,287.87,77,0,4.0,GR,1679772365
358,troitskiy,57.0603,63.7481,277.07,96,100,3.61,RU,1679772365
359,yegros,-26.45,-56.4,305.34,47,100,2.72,PY,1679772365
360,vostochnyy,55.8167,37.8667,282.11,97,100,2.23,RU,1679772366
361,crowley,30.2141,-92.3746,303.2,47,0,2.15,US,1679772366
362,chara,56.9064,118.2631,256.64,66,46,0.83,RU,1679772367
363,raudeberg,61.9875,5.1352,274.74,58,2,11.84,NO,1679772368
364,dunda,-8.1167,34.25,290.87,95,19,0.66,TZ,1679772369
365,plettenberg bay,-34.0527,23.3716,293.07,70,41,3.45,ZA,1679772369
366,ostrovnoy,68.0531,39.5131,267.06,70,100,4.97,RU,1679772370
367,saldanha,-33.0117,17.9442,292.18,88,0,3.72,ZA,1679772370
368,tuatapere,-46.1333,167.6833,282.88,84,85,1.85,NZ,1679772371
369,abu samrah,35.3029,37.1841,286.44,80,100,7.67,SY,1679772371
370,terneuzen,51.2809,3.8392,283.76,79,98,4.47,NL,1679772372
371,ofaqim,31.3141,34.6203,291.32,79,68,3.84,IL,1679772373
372,korem,12.5058,39.5228,287.51,84,100,1.6,ET,1679772373
373,lazaro cardenas,17.9583,-102.2,301.49,57,70,4.86,MX,1679772374
374,bundaberg,-24.85,152.35,294.38,99,52,0.89,AU,1679772374
375,roebourne,-20.7833,117.1333,302.08,70,100,2.26,AU,1679772375
376,mogadishu,2.0371,45.3438,300.95,80,1,6.76,SO,1679772085
377,yanam,16.7333,82.2167,297.74,90,83,1.62,IN,1679772376
378,karema,-6.8205,30.4389,294.58,89,92,1.41,TZ,1679772376
379,chokwe,-24.5333,32.9833,296.48,83,5,2.85,MZ,1679772377
380,sorland,67.667,12.6934,270.07,59,90,9.08,NO,1679772377
381,pangody,65.85,74.4859,251.43,100,69,1.98,RU,1679772378
382,beidao,34.5686,105.8933,282.5,66,100,1.01,CN,1679772378
383,caravelas,-17.7125,-39.2481,301.48,68,99,3.82,BR,1679772379
384,laguna,38.421,-121.4238,287.31,41,0,8.75,US,1679772379
385,chumphon,10.3333,98.8333,293.98,94,53,0.78,TH,1679772380
386,gizo,-8.103,156.8419,300.32,74,100,2.09,SB,1679772380
387,sainte-claire,46.6006,-70.8649,274.9,95,100,4.48,CA,1679772381
388,chala,-7.5833,31.2667,287.21,94,90,0.95,TZ,1679772382
389,dniprorudne,47.3817,34.9765,282.49,86,78,5.43,UA,1679772382
390,luderitz,-26.6481,15.1594,291.14,91,10,3.82,NA,1679772383
391,aberystwyth,52.4155,-4.0829,282.53,90,100,2.86,GB,1679772383
392,alta floresta,-9.8756,-56.0861,300.09,87,22,1.66,BR,1679772384
393,hay river,60.8156,-115.7999,255.13,65,20,3.6,CA,1679772385
394,sungairaya,0.7,108.9,297.78,88,100,1.36,ID,1679772385
395,batemans bay,-35.7167,150.1833,291.54,93,100,1.46,AU,1679772341
396,meulaboh,4.1363,96.1285,298.16,88,100,1.65,ID,1679772386
397,mutsu,41.2894,141.2169,277.97,88,82,2.54,JP,1679772386
398,prince rupert,54.3161,-130.3201,279.98,75,75,4.63,CA,1679772387
399,sao joao dos patos,-6.495,-43.7022,301.56,60,100,1.55,BR,1679772389
400,arona,28.0996,-16.681,296.99,42,0,8.75,ES,1679772248
401,kodinsk,58.6881,99.1844,264.76,99,100,1.89,RU,1679772389
402,cap malheureux,-19.9842,57.6142,298.41,77,20,1.34,MU,1679772390
403,totness,5.8833,-56.3167,301.05,64,22,5.03,SR,1679772391
404,arawa,-6.2132,155.5367,297.08,88,100,1.06,PG,1679772391
405,gornopravdinsk,60.05,69.9,274.64,100,100,1.21,RU,1679772392
406,selma,36.5708,-119.6121,286.6,68,40,1.54,US,1679772393
407,sanford,28.8006,-81.2731,307.12,50,40,6.69,US,1679772394
408,moussoro,13.6408,16.4901,300.98,17,100,3.76,TD,1679772395
409,trelew,-43.249,-65.3051,291.9,31,0,3.69,AR,1679772395
410,monywa,22.1167,95.1333,300.9,30,3,1.45,MM,1679772396
411,turukhansk,65.8167,87.9833,272.43,97,100,6.98,RU,1679772396
412,manokwari,-0.8667,134.0833,298.27,85,100,4.2,ID,1679772114
413,quelimane,-17.8786,36.8883,296.39,96,22,1.36,MZ,1679772397
414,muzhi,65.3667,64.6667,259.08,97,100,2.32,RU,1679772397
415,leningradskiy,69.3833,178.4167,256.45,92,100,6.23,RU,1679772398
416,copparo,44.893,11.8249,289.27,46,28,1.21,IT,1679772398
417,malinovoye ozero,51.6753,79.7825,273.11,82,16,3.02,RU,1679772399
418,shibetsu,43.659,145.132,273.85,88,100,4.21,JP,1679772399
419,magadan,59.5667,150.8,248.3,75,27,2.02,RU,1679772400
420,ko samui,9.5357,99.9357,300.87,70,0,4.77,TH,1679772220
421,ankazoabo,-22.2833,44.5167,297.95,65,92,4.03,MG,1679772401
422,isangel,-19.55,169.2667,298.74,88,100,4.13,VU,1679772401
423,odesskoye,54.2111,72.9651,272.88,92,98,5.32,RU,1679772402
424,khani,41.9563,42.9566,278.91,85,100,2.24,GE,1679772403
425,blind river,46.1834,-82.9582,273.2,95,100,7.27,CA,1679772403
426,bandiagara,14.3501,-3.6104,303.72,8,2,3.87,ML,1679772404
427,taltal,-25.4,-70.4833,295.65,73,2,2.13,CL,1679772404
428,maple creek,49.9168,-109.4848,273.18,69,73,1.54,CA,1679772405
429,santa cruz de la palma,28.6835,-17.7642,297.23,29,0,5.66,ES,1679772405
430,sarankhola,22.3082,89.7897,296.56,87,0,1.99,BD,1679772406
431,sokolka,53.4072,23.5023,281.3,78,100,3.54,PL,1679772406
432,tabas,33.5959,56.9244,292.07,33,40,1.07,IR,1679772407
433,wageningen,51.9667,5.6667,284.32,87,75,5.66,NL,1679772407
434,baijiantan,45.6333,85.1833,280.56,35,0,1.88,CN,1679772408
435,richards bay,-28.783,32.0377,298.34,75,100,6.55,ZA,1679772408
436,amahai,-3.3333,128.9167,298.98,85,100,1.14,ID,1679772409
437,antofagasta,-23.65,-70.4,297.75,68,5,3.45,CL,1679772334
438,greytown,-29.0642,30.5928,291.01,81,97,1.26,ZA,1679772409
439,dunedin,-45.8742,170.5036,285.26,77,100,3.26,NZ,1679772110
440,wanaka,-44.7,169.15,281.54,94,17,0.89,NZ,1679772410
441,bozeman,45.6796,-111.0386,271.03,89,100,5.66,US,1679772410
442,syzran,53.1585,48.4681,284.09,70,80,4.63,RU,1679772411
443,vostok,46.4856,135.8833,263.22,92,28,2.12,RU,1679772411
444,constitucion,-35.3333,-72.4167,295.49,48,7,7.66,CL,1679772412
445,port lincoln,-34.7333,135.8667,290.42,79,100,5.78,AU,1679772412
446,okhotsk,59.3833,143.3,253.88,77,0,6.03,RU,1679772414
447,anadyr,64.75,177.4833,271.43,92,20,11.0,RU,1679772414
448,kashi,39.4547,75.9797,285.71,16,100,4.0,CN,1679772414
449,asyut,27.181,31.1837,294.25,47,44,9.44,EG,1679772208
450,elban,50.1018,136.5094,261.47,96,35,1.35,RU,1679772417
451,termiz,37.2242,67.2783,288.2,58,0,3.09,UZ,1679772417
452,tazovskiy,67.4667,78.7,252.51,100,99,3.71,RU,1679772418
453,antalaha,-14.9003,50.2788,297.05,91,90,2.38,MG,1679772418
454,aiquile,-18.2041,-65.1807,293.86,63,83,3.94,BO,1679772419
455,saint peters,38.8003,-90.6265,288.17,58,75,6.69,US,1679772420
456,kloulklubed,7.0419,134.2556,301.14,79,100,7.88,PW,1679772420
457,karwar,14.8,74.1333,297.19,65,100,4.07,IN,1679772420
458,along,28.1667,94.7667,288.42,95,64,0.87,IN,1679772421
459,port macquarie,-31.4333,152.9167,291.42,82,36,0.61,AU,1679772252
460,onega,63.9061,38.1404,268.59,95,96,4.58,RU,1679772422
461,mwinilunga,-11.7358,24.4293,290.37,95,24,1.42,ZM,1679772422
462,aguilas,37.4063,-1.5829,290.76,68,0,1.84,ES,1679772423
463,chumikan,54.7183,135.315,262.11,85,15,6.78,RU,1679772423
464,tautira,-17.7333,-149.15,299.95,76,93,2.45,PF,1679772424
465,cizre,37.3272,42.1903,287.71,82,75,3.6,TR,1679772424
466,port pirie,-33.1833,138.0167,294.43,40,100,2.32,AU,1679772425
467,mae sai,20.4335,99.8762,295.88,42,10,1.2,TH,1679772425
468,rodrigues alves,-7.738,-72.6509,301.26,65,58,2.12,BR,1679772426
469,jensen beach,27.2545,-80.2298,305.4,60,40,6.17,US,1679772426
470,puerto carreno,6.189,-67.4859,305.14,51,20,4.63,CO,1679772427
471,kargasok,59.0556,80.8572,275.1,92,100,5.74,RU,1679772427
472,bogorodskoye,56.55,37.8833,277.24,94,100,3.11,RU,1679772428
473,wenshang,35.7275,116.4961,279.23,46,13,1.05,CN,1679772428
474,amapa,1.0,-52.0,299.12,88,100,0.84,BR,1679772429
475,teguldet,57.3064,88.1667,273.8,96,100,5.21,RU,1679772430
476,jinchang,38.4953,102.1739,276.71,31,96,0.43,CN,1679772430
477,talaya,61.3833,152.75,235.87,92,48,0.79,RU,1679772431
478,korla,41.7597,86.1469,283.78,26,0,1.64,CN,1679772431
479,taloda,21.5667,74.2167,298.5,27,3,2.77,IN,1679772432
480,nouadhibou,20.931,-17.0347,298.14,53,0,5.14,MR,1679772432
481,arman,59.7,150.1667,248.1,80,13,3.53,RU,1679772433
482,bonavista,48.6499,-53.1147,273.54,87,89,13.15,CA,1679772434
483,te anau,-45.4167,167.7167,281.36,88,100,1.06,NZ,1679772434
484,umm lajj,25.0213,37.2685,296.2,52,0,4.5,SA,1679772142
485,hedaru,-4.5,37.9,296.88,71,100,3.17,TZ,1679772435
486,altamont,42.2068,-121.7372,274.69,62,75,3.58,US,1679772435
487,miri,4.4148,114.0089,298.23,94,40,1.54,MY,1679772436
488,atambua,-9.1061,124.8925,295.45,89,89,1.67,ID,1679772437
489,nerchinskiy zavod,51.3088,119.61,249.68,100,99,0.97,RU,1679772438
490,mahajanga,-15.7167,46.3167,301.16,78,20,2.57,MG,1679772438
491,aripuana,-9.1667,-60.6333,302.27,69,83,1.22,BR,1679772439
492,nemuro,43.3236,145.575,273.85,85,100,6.72,JP,1679772439
493,whitehorse,60.7161,-135.0538,270.38,92,75,4.63,CA,1679772440
494,bonthe,7.5264,-12.505,299.35,73,71,4.42,SL,1679772441
495,ushtobe,45.2514,77.9838,281.13,46,0,3.18,KZ,1679772442
496,port hawkesbury,45.6169,-61.3485,275.7,85,100,8.49,CA,1679772358
497,dhidhdhoo,6.8833,73.1,301.11,71,6,2.31,MV,1679772443
498,ahuimanu,21.4447,-157.8378,299.14,76,75,4.63,US,1679772443
499,ridgetown,42.4334,-81.8998,282.07,78,86,12.01,CA,1679772444
500,labuan,5.2767,115.2417,297.35,100,40,1.03,MY,1679772444
501,los llanos de aridane,28.6585,-17.9182,295.01,29,0,5.66,ES,1679772445
502,gao,16.6362,1.637,302.98,9,17,3.27,ML,1679772208
503,aklavik,68.2191,-135.0107,263.15,62,100,7.2,CA,1679772446
504,astana,51.1801,71.446,272.12,93,0,2.0,KZ,1679772207
505,barcelos,41.5388,-8.6151,288.23,95,95,4.56,PT,1679772447
506,khasan,42.4308,130.6434,274.62,75,85,1.05,RU,1679772447
507,miedzyrzec podlaski,51.9864,22.7825,282.8,79,100,3.92,PL,1679772448
508,sandwick,60.0,-1.25,275.05,69,25,4.12,GB,1679772449
509,opuwo,-18.0607,13.84,297.46,32,76,3.29,NA,1679772449
510,charters towers,-20.1,146.2667,293.37,88,0,2.7,AU,1679772450
511,aanekoski,62.6946,25.818,268.19,100,100,2.32,FI,1679772450
512,la rioja,42.25,-2.5,284.03,61,80,5.21,ES,1679772451
513,koutsouras,35.0339,25.9469,288.77,67,0,2.77,GR,1679772452
514,serenje,-13.2325,30.2352,289.41,98,32,2.05,ZM,1679772452
515,taksimo,56.3444,114.8794,258.21,87,50,1.19,RU,1679772225
516,khadyzhensk,44.4256,39.5319,283.61,93,98,1.2,RU,1679772453
517,yurgamysh,55.3714,64.4656,275.33,96,100,3.88,RU,1679772453
518,wisla,49.6563,18.8591,283.41,76,62,2.52,PL,1679772453
519,pori,61.4833,21.7833,271.19,80,20,2.57,FI,1679772455
520,giehun,7.8833,-11.05,301.76,57,60,1.29,SL,1679772455
521,buta,2.7858,24.73,294.86,93,25,1.39,CD,1679772455
522,rio grande,-32.035,-52.0986,296.21,95,100,6.63,BR,1679772456
523,shunyi,40.125,116.6453,279.12,19,0,3.0,CN,1679772457
524,norrtalje,59.758,18.705,272.05,90,100,4.1,SE,1679772210
525,tikhvin,59.6451,33.5294,274.94,89,99,4.22,RU,1679772457
526,ismailia,30.6043,32.2723,290.61,67,53,6.22,EG,1679772458
527,shimoda,34.6667,138.95,284.32,92,100,7.32,JP,1679772458
528,klyuchi,52.2667,79.1667,275.64,75,74,3.82,RU,1679772459
529,twistringen,52.8,8.65,281.36,85,87,9.26,DE,1679772459
530,voyvozh,62.892,54.9635,273.24,98,100,5.33,RU,1679772459
531,yaring,6.8662,101.3689,297.07,90,100,1.47,TH,1679772461
532,santa isabel do rio negro,-0.4139,-65.0192,303.37,63,98,1.09,BR,1679772462
533,llanes,43.4198,-4.7549,287.53,70,73,1.7,ES,1679772463
534,santa rosa,14.3122,121.1114,300.43,89,5,2.84,PH,1679772205
535,coffs harbour,-30.3,153.1333,293.22,88,100,3.6,AU,1679772464
536,goundi,9.3627,17.366,302.42,38,94,2.09,TD,1679772465
537,bose,45.4612,8.0137,289.92,47,15,5.04,IT,1679772465
538,itoman,26.1247,127.6694,292.58,96,75,6.69,JP,1679772466
539,kolokani,13.5728,-8.0339,305.23,9,1,3.04,ML,1679772466
540,alice springs,-23.7,133.8833,291.9,39,79,0.0,AU,1679772261
541,medea,36.2642,2.7539,287.71,45,65,0.52,DZ,1679772467
542,orocue,4.7912,-71.3354,309.4,26,91,3.26,CO,1679772467
543,vadlapudi,14.3167,79.8,299.85,81,90,3.41,IN,1679772468
544,celestun,20.8667,-90.4,304.26,57,2,2.61,MX,1679772468
545,marsh harbour,26.5412,-77.0636,298.31,68,0,3.78,BS,1679772469
546,bosaso,11.2842,49.1816,301.07,79,6,1.2,SO,1679772470
547,garbolovo,60.3413,30.4955,274.19,84,100,2.31,RU,1679772470
548,tilichiki,60.4667,166.1,256.79,79,100,7.47,RU,1679772471
549,gushikawa,26.3544,127.8686,292.15,97,100,3.09,JP,1679772471
550,mitsamiouli,-11.3847,43.2844,300.55,79,60,2.79,KM,1679772471
551,larsnes,62.2028,5.5773,275.38,56,0,7.57,NO,1679772472
552,axim,4.8699,-2.2405,300.45,80,100,3.45,GH,1679772472
553,broken hill,-31.95,141.4333,289.06,34,58,3.19,AU,1679772473
554,namatanai,-3.6667,152.4333,298.81,82,100,1.97,PG,1679772473
555,grindavik,63.8424,-22.4338,275.12,69,75,6.17,IS,1679772474
556,canarana,-11.6847,-41.7689,302.9,43,99,2.8,BR,1679772474
557,buraydah,26.326,43.975,298.4,36,98,1.91,SA,1679772475
558,moose factory,51.2585,-80.6094,278.15,60,0,6.69,CA,1679772475
559,fuerte olimpo,-21.0415,-57.8738,304.69,60,99,0.82,PY,1679772476
560,jaru,-10.4389,-62.4664,302.31,72,37,1.38,BR,1679772476
561,isla mujeres,21.2311,-86.731,303.24,71,0,7.65,MX,1679772477
562,hokitika,-42.7167,170.9667,287.66,82,71,5.15,NZ,1679772477
563,grand gaube,-20.0064,57.6608,299.37,77,21,1.34,MU,1679772478
564,nyagan,62.1406,65.3936,271.59,91,85,2.02,RU,1679772478
565,tadine,-21.55,167.8833,298.34,87,100,5.05,NC,1679772479
566,kenora,49.8167,-94.4337,274.69,64,75,4.12,CA,1679772479
567,soldotna,60.4878,-151.0583,270.16,63,0,3.09,US,1679772480
568,sayyan,15.1718,44.3244,290.94,50,100,1.07,YE,1679772480
569,noumea,-22.2763,166.4572,299.26,99,92,0.63,NC,1679772481
570,kemijarvi,66.7131,27.4306,256.56,99,61,1.75,FI,1679772481
571,tvoroyri,61.5556,-6.8111,275.13,64,100,10.24,FO,1679772482
572,atbasar,51.8,68.3333,274.29,90,100,3.76,KZ,1679772482
573,atikokan,48.7555,-91.6216,274.01,76,100,3.22,CA,1679772483
574,ramsar,36.9226,50.6426,284.84,87,0,0.0,IR,1679772484
575,ruhengeri,-1.4998,29.635,288.13,92,100,0.73,RW,1679772484
576,savalou,7.9281,1.9756,300.85,68,100,3.57,BJ,1679772485
